ocel:eid,ocel:timestamp,ocel:activity,ocel:type:MATNR,ocel:type:WERKS,ocel:type:QNAME,ocel:type:NLPLA,ocel:type:NLQNR
9391,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['01-02-03'],['01-02-03_0000000223']
9392,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['02-02-03'],['02-02-03_0000000225']
9393,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['03-02-03'],['03-02-03_0000000227']
9394,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['04-02-03'],['04-02-03_0000000229']
9395,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['05-02-03'],['05-02-03_0000000231']
9396,2004-04-02 23:10:01,Transfer Confirmation,['LES-510'],['3000'],['TOMB'],['01-01-01'],['01-01-01_0000000123']
9397,2004-04-02 23:10:01,Transfer Confirmation,['LES-510'],['3000'],['TOMB'],['01-01-02'],['01-01-02_0000000124']
9398,2004-04-02 23:10:01,Transfer Confirmation,['LES-510'],['3000'],['TOMB'],['01-01-03'],['01-01-03_0000000125']
9399,2004-04-02 23:10:01,Transfer Confirmation,['LES-510'],['3000'],['TOMB'],['01-01-04'],['01-01-04_0000000126']
9400,2004-04-02 23:10:01,Transfer Confirmation,['LES-510'],['3000'],['TOMB'],['01-01-05'],['01-01-05_0000000127']
9401,2004-04-02 23:10:01,Transfer Confirmation,['LES-510'],['3000'],['TOMB'],['01-01-06'],['01-01-06_0000000128']
9402,2004-04-02 23:10:01,Transfer Confirmation,['LES-510'],['3000'],['TOMB'],['01-01-07'],['01-01-07_0000000129']
9403,2004-04-02 23:10:01,Transfer Confirmation,['LES-510'],['3000'],['TOMB'],['01-01-08'],['01-01-08_0000000130']
9404,2004-04-02 23:10:01,Transfer Confirmation,['LES-510'],['3000'],['TOMB'],['01-01-09'],['01-01-09_0000000131']
9405,2004-04-02 23:10:01,Transfer Confirmation,['LES-510'],['3000'],['TOMB'],['01-01-10'],['01-01-10_0000000132']
9406,2004-04-02 23:10:01,Transfer Confirmation,['LES-505'],['3000'],['TOMB'],['01-01-11'],['01-01-11_0000000133']
9407,2004-04-02 23:10:01,Transfer Confirmation,['LES-505'],['3000'],['TOMB'],['01-01-12'],['01-01-12_0000000134']
9408,2004-04-02 23:10:01,Transfer Confirmation,['LES-505'],['3000'],['TOMB'],['01-01-13'],['01-01-13_0000000135']
9409,2004-04-02 23:10:01,Transfer Confirmation,['LES-505'],['3000'],['TOMB'],['01-01-14'],['01-01-14_0000000136']
9410,2004-04-02 23:10:01,Transfer Confirmation,['LES-505'],['3000'],['TOMB'],['01-01-15'],['01-01-15_0000000137']
9411,2004-04-02 23:10:01,Transfer Confirmation,['LES-505'],['3000'],['TOMB'],['01-01-16'],['01-01-16_0000000138']
9412,2004-04-02 23:10:01,Transfer Confirmation,['LES-505'],['3000'],['TOMB'],['01-01-17'],['01-01-17_0000000139']
9413,2004-04-02 23:10:01,Transfer Confirmation,['LES-505'],['3000'],['TOMB'],['01-01-18'],['01-01-18_0000000140']
9414,2004-04-02 23:10:01,Transfer Confirmation,['LES-505'],['3000'],['TOMB'],['01-01-19'],['01-01-19_0000000141']
9415,2004-04-02 23:10:01,Transfer Confirmation,['LES-505'],['3000'],['TOMB'],['01-01-20'],['01-01-20_0000000142']
9416,2004-04-02 23:58:00,Goods Receipt,['LES-510'],['3000'],['TOMB'],['01-01-01'],['01-01-01_0000000123']
9417,2004-04-02 23:58:00,Goods Receipt,['LES-510'],['3000'],['TOMB'],['01-01-02'],['01-01-02_0000000124']
9418,2004-04-02 23:58:00,Goods Receipt,['LES-510'],['3000'],['TOMB'],['01-01-03'],['01-01-03_0000000125']
9419,2004-04-02 23:58:00,Goods Receipt,['LES-510'],['3000'],['TOMB'],['01-01-04'],['01-01-04_0000000126']
9420,2004-04-02 23:58:00,Goods Receipt,['LES-510'],['3000'],['TOMB'],['01-01-05'],['01-01-05_0000000127']
9421,2004-04-02 23:58:00,Goods Receipt,['LES-510'],['3000'],['TOMB'],['01-01-06'],['01-01-06_0000000128']
9422,2004-04-02 23:58:00,Goods Receipt,['LES-510'],['3000'],['TOMB'],['01-01-07'],['01-01-07_0000000129']
9423,2004-04-02 23:58:00,Goods Receipt,['LES-510'],['3000'],['TOMB'],['01-01-08'],['01-01-08_0000000130']
9424,2004-04-02 23:58:00,Goods Receipt,['LES-510'],['3000'],['TOMB'],['01-01-09'],['01-01-09_0000000131']
9425,2004-04-02 23:58:00,Goods Receipt,['LES-510'],['3000'],['TOMB'],['01-01-10'],['01-01-10_0000000132']
9426,2004-04-02 23:58:00,Goods Receipt,['LES-505'],['3000'],['TOMB'],['01-01-11'],['01-01-11_0000000133']
9427,2004-04-02 23:58:00,Goods Receipt,['LES-505'],['3000'],['TOMB'],['01-01-12'],['01-01-12_0000000134']
9428,2004-04-02 23:58:00,Goods Receipt,['LES-505'],['3000'],['TOMB'],['01-01-13'],['01-01-13_0000000135']
9429,2004-04-02 23:58:00,Goods Receipt,['LES-505'],['3000'],['TOMB'],['01-01-14'],['01-01-14_0000000136']
9430,2004-04-02 23:58:00,Goods Receipt,['LES-505'],['3000'],['TOMB'],['01-01-15'],['01-01-15_0000000137']
9431,2004-04-02 23:58:00,Goods Receipt,['LES-505'],['3000'],['TOMB'],['01-01-16'],['01-01-16_0000000138']
9432,2004-04-02 23:58:00,Goods Receipt,['LES-505'],['3000'],['TOMB'],['01-01-17'],['01-01-17_0000000139']
9433,2004-04-02 23:58:00,Goods Receipt,['LES-505'],['3000'],['TOMB'],['01-01-18'],['01-01-18_0000000140']
9434,2004-04-02 23:58:00,Goods Receipt,['LES-505'],['3000'],['TOMB'],['01-01-19'],['01-01-19_0000000141']
9435,2004-04-02 23:58:00,Goods Receipt,['LES-505'],['3000'],['TOMB'],['01-01-20'],['01-01-20_0000000142']
9436,2005-10-06 16:04:01,Transfer Confirmation,['LES-101B'],['3000'],['MG'],['01-04-01'],['01-04-01_0000000154']
9437,2005-10-06 16:04:06,Transfer Confirmation,['LES-101B'],['3000'],['MG'],['01-04-02'],['01-04-02_0000000155']
9438,2005-10-06 16:04:11,Transfer Confirmation,['LES-101B'],['3000'],['MG'],['01-04-03'],['01-04-03_0000000156']
9439,2005-10-06 16:04:12,Transfer Confirmation,['LES-101B'],['3000'],['MG'],['01-04-04'],['01-04-04_0000000157']
9440,2005-10-06 16:04:15,Transfer Confirmation,['LES-101B'],['3000'],['MG'],['01-04-05'],['01-04-05_0000000158']
9441,2005-10-06 16:04:17,Transfer Confirmation,['LES-101B'],['3000'],['MG'],['01-04-06'],['01-04-06_0000000159']
9442,2005-10-06 16:04:20,Transfer Confirmation,['LES-101B'],['3000'],['MG'],['01-04-07'],['01-04-07_0000000160']
9443,2005-10-06 16:04:21,Transfer Confirmation,['LES-101B'],['3000'],['MG'],['01-04-08'],['01-04-08_0000000161']
9444,2005-10-06 16:04:24,Transfer Confirmation,['LES-101B'],['3000'],['MG'],['01-04-09'],['01-04-09_0000000164']
9445,2005-10-06 23:58:00,Goods Receipt,['LES-101B'],['3000'],['MG'],['01-04-01'],['01-04-01_0000000154']
9446,2005-10-06 23:58:00,Goods Receipt,['LES-101B'],['3000'],['MG'],['01-04-02'],['01-04-02_0000000155']
9447,2005-10-06 23:58:00,Goods Receipt,['LES-101B'],['3000'],['MG'],['01-04-03'],['01-04-03_0000000156']
9448,2005-10-06 23:58:00,Goods Receipt,['LES-101B'],['3000'],['MG'],['01-04-04'],['01-04-04_0000000157']
9449,2005-10-06 23:58:00,Goods Receipt,['LES-101B'],['3000'],['MG'],['01-04-05'],['01-04-05_0000000158']
9450,2005-10-06 23:58:00,Goods Receipt,['LES-101B'],['3000'],['MG'],['01-04-06'],['01-04-06_0000000159']
9451,2005-10-06 23:58:00,Goods Receipt,['LES-101B'],['3000'],['MG'],['01-04-07'],['01-04-07_0000000160']
9452,2005-10-06 23:58:00,Goods Receipt,['LES-101B'],['3000'],['MG'],['01-04-08'],['01-04-08_0000000161']
9453,2005-10-06 23:58:00,Goods Receipt,['LES-101B'],['3000'],['MG'],['01-04-09'],['01-04-09_0000000164']
9454,2005-10-06 23:59:00,Shelf Life Expiration,['LES-101B'],['3000'],['MG'],['01-04-01'],['01-04-01_0000000154']
9455,2005-10-06 23:59:00,Shelf Life Expiration,['LES-101B'],['3000'],['MG'],['01-04-02'],['01-04-02_0000000155']
9456,2005-10-06 23:59:00,Shelf Life Expiration,['LES-101B'],['3000'],['MG'],['01-04-03'],['01-04-03_0000000156']
9457,2005-10-06 23:59:00,Shelf Life Expiration,['LES-101B'],['3000'],['MG'],['01-04-04'],['01-04-04_0000000157']
9458,2005-10-06 23:59:00,Shelf Life Expiration,['LES-101B'],['3000'],['MG'],['01-04-05'],['01-04-05_0000000158']
9459,2005-10-06 23:59:00,Shelf Life Expiration,['LES-101B'],['3000'],['MG'],['01-04-06'],['01-04-06_0000000159']
9460,2005-10-06 23:59:00,Shelf Life Expiration,['LES-101B'],['3000'],['MG'],['01-04-07'],['01-04-07_0000000160']
9461,2005-10-06 23:59:00,Shelf Life Expiration,['LES-101B'],['3000'],['MG'],['01-04-08'],['01-04-08_0000000161']
9462,2005-10-06 23:59:00,Shelf Life Expiration,['LES-101B'],['3000'],['MG'],['01-04-09'],['01-04-09_0000000164']
9463,2005-10-11 08:41:01,Transfer Confirmation,['LES-101B'],['3000'],['MG'],['01-04-10'],['01-04-10_0000000172']
9464,2005-10-11 23:58:00,Goods Receipt,['LES-101B'],['3000'],['MG'],['01-04-10'],['01-04-10_0000000172']
9465,2005-10-11 23:58:00,Goods Receipt,['LES-101B'],['3000'],,['01-05-01'],['01-05-01_0000000174']
9466,2005-10-11 23:58:00,Goods Receipt,['LES-101B'],['3000'],,['01-05-02'],['01-05-02_0000000176']
9467,2005-10-11 23:59:00,Shelf Life Expiration,['LES-101B'],['3000'],['MG'],['01-04-10'],['01-04-10_0000000172']
9468,2005-10-11 23:59:00,Shelf Life Expiration,['LES-101B'],['3000'],,['01-05-01'],['01-05-01_0000000174']
9469,2005-10-11 23:59:00,Shelf Life Expiration,['LES-101B'],['3000'],,['01-05-02'],['01-05-02_0000000176']
9470,2006-01-25 10:55:16,Transfer Confirmation,['CPF10003'],['CPF3'],['SCHULZET'],['0080011050'],['0080011050_0000000041']
9471,2006-01-25 10:56:51,Transfer Confirmation,['CPF10003'],['CPF3'],['SCHULZET'],['0080011050'],['0080011050_0000000042']
9472,2006-01-25 11:05:14,Transfer Confirmation,['CPF10002'],['CPF4'],['SCHULZET'],['0080014049'],['0080014049_0000000041']
9473,2006-03-27 14:54:03,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-08-09'],['01-08-09_0000000218']
9474,2006-03-27 14:54:07,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-08-08'],['01-08-08_0000000217']
9475,2006-03-27 14:54:10,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-08-07'],['01-08-07_0000000216']
9476,2006-03-27 14:54:36,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-01-01'],['01-01-01_0000000019']
9477,2006-03-27 14:54:52,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-01-02'],['01-01-02_0000000021']
9478,2006-03-27 14:54:54,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-01-03'],['01-01-03_0000000023']
9479,2006-03-27 14:54:55,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-01-04'],['01-01-04_0000000025']
9480,2006-03-27 14:54:57,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-01-05'],['01-01-05_0000000027']
9481,2006-03-27 14:54:58,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-01-06'],['01-01-06_0000000029']
9482,2006-03-27 14:55:00,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-01-07'],['01-01-07_0000000031']
9483,2006-03-27 14:55:02,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-01-08'],['01-01-08_0000000033']
9484,2006-03-27 14:55:03,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-01-09'],['01-01-09_0000000035']
9485,2006-03-27 14:55:05,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-01-10'],['01-01-10_0000000037']
9486,2006-03-27 14:55:06,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-02-01'],['01-02-01_0000000039']
9487,2006-03-27 14:55:08,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-02-02'],['01-02-02_0000000041']
9488,2006-03-27 14:55:09,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-02-03'],['01-02-03_0000000043']
9489,2006-03-27 14:55:11,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-02-04'],['01-02-04_0000000045']
9490,2006-03-27 14:55:12,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-02-05'],['01-02-05_0000000047']
9491,2006-03-27 14:55:14,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-02-06'],['01-02-06_0000000049']
9492,2006-03-27 14:55:16,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-02-07'],['01-02-07_0000000051']
9493,2006-03-27 14:55:18,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-02-08'],['01-02-08_0000000053']
9494,2006-03-27 14:55:19,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-02-09'],['01-02-09_0000000055']
9495,2006-03-27 14:55:21,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-02-10'],['01-02-10_0000000057']
9496,2006-03-27 14:55:22,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-03-01'],['01-03-01_0000000059']
9497,2006-03-27 14:55:24,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-03-02'],['01-03-02_0000000061']
9498,2006-03-27 14:55:25,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-03-03'],['01-03-03_0000000063']
9499,2006-03-27 14:55:27,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-03-04'],['01-03-04_0000000065']
9500,2006-03-27 14:55:28,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-03-05'],['01-03-05_0000000067']
9501,2006-03-27 14:55:30,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-03-06'],['01-03-06_0000000069']
9502,2006-03-27 14:55:31,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-03-07'],['01-03-07_0000000071']
9503,2006-03-27 14:55:33,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-03-08'],['01-03-08_0000000073']
9504,2006-03-27 14:55:34,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-03-09'],['01-03-09_0000000075']
9505,2006-03-27 14:55:35,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-03-10'],['01-03-10_0000000077']
9506,2006-03-27 14:55:37,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-04-01'],['01-04-01_0000000079']
9507,2006-03-27 14:55:38,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-04-02'],['01-04-02_0000000081']
9508,2006-03-27 14:55:40,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-04-03'],['01-04-03_0000000083']
9509,2006-03-27 14:55:42,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-04-04'],['01-04-04_0000000085']
9510,2006-03-27 14:55:43,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-04-05'],['01-04-05_0000000087']
9511,2006-03-27 14:55:44,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-04-06'],['01-04-06_0000000089']
9512,2006-03-27 14:55:46,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-04-07'],['01-04-07_0000000091']
9513,2006-03-27 14:55:47,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-04-08'],['01-04-08_0000000093']
9514,2006-03-27 14:55:49,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-04-09'],['01-04-09_0000000095']
9515,2006-03-27 14:55:52,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-04-10'],['01-04-10_0000000097']
9516,2006-03-27 14:55:54,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-05-01'],['01-05-01_0000000099']
9517,2006-03-27 14:55:55,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-05-02'],['01-05-02_0000000101']
9518,2006-03-27 14:55:57,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-05-03'],['01-05-03_0000000103']
9519,2006-03-27 14:55:58,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-05-04'],['01-05-04_0000000105']
9520,2006-03-27 14:56:00,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-05-05'],['01-05-05_0000000107']
9521,2006-03-27 14:56:01,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-05-06'],['01-05-06_0000000109']
9522,2006-03-27 14:56:03,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-05-07'],['01-05-07_0000000111']
9523,2006-03-27 14:56:04,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-05-08'],['01-05-08_0000000113']
9524,2006-03-27 14:56:06,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-05-09'],['01-05-09_0000000115']
9525,2006-03-27 14:56:07,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-05-10'],['01-05-10_0000000117']
9526,2006-03-27 14:56:08,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-06-01'],['01-06-01_0000000119']
9527,2006-03-27 14:56:10,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-06-02'],['01-06-02_0000000121']
9528,2006-03-27 14:56:11,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-06-03'],['01-06-03_0000000123']
9529,2006-03-27 14:56:13,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-06-04'],['01-06-04_0000000125']
9530,2006-03-27 14:56:14,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-06-05'],['01-06-05_0000000127']
9531,2006-03-27 14:56:15,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-06-06'],['01-06-06_0000000129']
9532,2006-03-27 14:56:17,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-06-07'],['01-06-07_0000000131']
9533,2006-03-27 14:56:18,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-06-08'],['01-06-08_0000000133']
9534,2006-03-27 14:56:19,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-06-09'],['01-06-09_0000000135']
9535,2006-03-27 14:56:21,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-06-10'],['01-06-10_0000000137']
9536,2006-03-27 14:56:22,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-07-01'],['01-07-01_0000000139']
9537,2006-03-27 14:56:24,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-07-02'],['01-07-02_0000000141']
9538,2006-03-27 14:56:25,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-07-03'],['01-07-03_0000000143']
9539,2006-03-27 14:56:26,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-07-04'],['01-07-04_0000000145']
9540,2006-03-27 14:56:28,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-07-05'],['01-07-05_0000000147']
9541,2006-03-27 14:56:29,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-07-06'],['01-07-06_0000000149']
9542,2006-03-27 14:56:30,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-07-07'],['01-07-07_0000000151']
9543,2006-03-27 14:56:32,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-07-08'],['01-07-08_0000000153']
9544,2006-03-27 14:56:33,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-07-09'],['01-07-09_0000000155']
9545,2006-03-27 14:56:34,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-07-10'],['01-07-10_0000000157']
9546,2006-03-27 14:56:35,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-08-01'],['01-08-01_0000000159']
9547,2006-03-27 14:56:36,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-08-02'],['01-08-02_0000000161']
9548,2006-03-27 14:56:38,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-08-03'],['01-08-03_0000000163']
9549,2006-03-27 14:56:39,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-08-04'],['01-08-04_0000000165']
9550,2006-03-27 14:56:40,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-08-05'],['01-08-05_0000000167']
9551,2006-03-27 14:56:41,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-08-06'],['01-08-06_0000000169']
9552,2006-03-27 14:56:43,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-08-07'],['01-08-07_0000000171']
9553,2006-03-27 14:56:44,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-08-08'],['01-08-08_0000000173']
9554,2006-03-27 14:56:45,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-08-09'],['01-08-09_0000000175']
9555,2006-03-27 14:56:46,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-08-10'],['01-08-10_0000000177']
9556,2006-03-27 14:56:48,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-09-01'],['01-09-01_0000000179']
9557,2006-03-27 14:56:49,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-09-02'],['01-09-02_0000000181']
9558,2006-03-27 14:56:51,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-09-03'],['01-09-03_0000000183']
9559,2006-03-27 14:56:52,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-09-04'],['01-09-04_0000000185']
9560,2006-03-27 14:56:54,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-09-05'],['01-09-05_0000000187']
9561,2006-03-27 14:56:55,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-09-06'],['01-09-06_0000000189']
9562,2006-03-27 14:56:57,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-09-07'],['01-09-07_0000000191']
9563,2006-03-27 14:56:58,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-09-08'],['01-09-08_0000000193']
9564,2006-03-27 14:56:59,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-09-09'],['01-09-09_0000000195']
9565,2006-03-27 14:57:01,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-09-10'],['01-09-10_0000000197']
9566,2006-03-27 14:57:02,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-10-01'],['01-10-01_0000000199']
9567,2006-03-27 14:57:03,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-10-02'],['01-10-02_0000000201']
9568,2006-03-27 14:57:05,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-10-03'],['01-10-03_0000000203']
9569,2006-03-27 14:57:06,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-10-04'],['01-10-04_0000000205']
9570,2006-03-27 14:57:07,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-10-05'],['01-10-05_0000000207']
9571,2006-03-27 14:57:08,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-10-06'],['01-10-06_0000000209']
9572,2006-03-27 14:57:09,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-10-07'],['01-10-07_0000000211']
9573,2006-03-27 14:57:11,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-10-08'],['01-10-08_0000000213']
9574,2006-03-27 14:57:12,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-10-09'],['01-10-09_0000000215']
9575,2006-03-27 14:57:13,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-10-10'],['01-10-10_0000000217']
9576,2006-03-27 14:57:14,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-11-01'],['01-11-01_0000000219']
9577,2006-03-27 14:57:15,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-11-02'],['01-11-02_0000000221']
9578,2006-03-27 14:57:17,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-11-03'],['01-11-03_0000000223']
9579,2006-03-27 14:57:18,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-11-04'],['01-11-04_0000000225']
9580,2006-03-27 14:57:19,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-11-05'],['01-11-05_0000000227']
9581,2006-03-27 14:57:21,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-11-06'],['01-11-06_0000000229']
9582,2006-03-27 14:57:22,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-11-07'],['01-11-07_0000000231']
9583,2006-03-27 14:57:23,Transfer Confirmation,['MG-003'],['3000'],['GOLLARZA'],['01-11-08'],['01-11-08_0000000233']
